ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
211,"204 Union Street,  AB10 1QS",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
212,"485 Great Western Road,  AB10 6NN",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
213,"76-78 Countesswells Road,  AB15 7YJ",Convenience Store,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
214,"466 George Street,  AB25 3XH",Convenience Store,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
215,"93 Rosehill Drive,  AB24 4JS",Convenience Store,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
216,"293 Rosemount Place,  AB25 2YB",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
217,"21 Scotstown Road, Bridge Of Don AB22 8HH",Convenience Store,The Co-operative Group Food Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
218,"8-10 Market Street,  AB11 5NX",Supermarket and Other Retail Outlets,Aberdeen Hardware Co,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
219,"8-10 Market Street Aberdeen,  AB11 5NX",Other Retail,Dazed,Aberdeen City,Nicotine Vapour Products Only,Inactive
220,"The Market Village, 8-10 Market Street AB11 5NX",Confectionary / Tobacconist / Newsagents,Aberdeen Smoke Shop,Aberdeen City,Tobacco Only,Active
221,"Inshops, 8-10 Market Street AB11 5NX",Other Retail,aberdeen souvenirs ,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
222,"4 CANAL ROAD,  AB25 3TL",Private Club,ABERDEEN TRANSPORT CLUB,Aberdeen City,Tobacco Only,Active
223,"474 union street,  AB10 1TS",Off-Licence,aberdeen whisky shop,Aberdeen City,Tobacco Only,Active
224,"9 The Square,  PH15 2DD",Confectionary / Tobacconist / Newsagents,The Original Factory Shop,Perth and Kinross,Nicotine Vapour Products Only,Active
225,"Main Street, Aberfoyle FK8 3UG",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
226,"Abergeldie Bar, 504 Holburn Street AB10 7LY",Public House,Ods aberdeen ltd,Aberdeen City,Tobacco Only,Active
227,"2-6 wellesley road, methil KY8 3AE",Convenience Store,aberhill news,Fife,Tobacco Only,Inactive
228,"Aberlady Post Office, 27, High Street EH32 0RA",Other Retail,Aberlady Post Office,East Lothian,Tobacco Only,Active
229,"10a High Street,  EH32 0RB",Convenience Store,Aberlady Village Store Ltd,East Lothian,Tobacco Only,Active
230,"91 High Street, Charleston AB38 9QB",Convenience Store,The Co-operative Group Food Ltd,Moray,Tobacco And Nicotine Vapour Products,Active
231,"High Street,  AB38 9PB",Forecourt Garage,Aberlour Filling Station,Moray,Tobacco And Nicotine Vapour Products,Active
232,"26 Main Street, Abernethy PH2 9JL",Off-Licence,Abernethy Licensed Store,Perth and Kinross,Tobacco Only,Active
233,"M74 Services, Abington ML12 6RG",Convenience Store,Welcome Break Group Ltd,South Lanarkshire,Tobacco Only,Inactive
234,"87 Carlisle Road, Abington ML12 6SD",Convenience Store,Abington General Store,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
235,"M74 Motorway, Abington ML12 6RG",Forecourt Garage,Welcome Break Group Ltd,South Lanarkshire,Tobacco Only,Active
236,"129 Bath Street,  G2 2SZ",Hotel,Art House Glasgow Ltd,Glasgow City,Tobacco Only,Active
237,"Charlestown Road,  AB34 5HS",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
238,"Main Road,  AB34 5HR",Forecourt Garage,Aboyne Service Station Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
239,"Newbrig News, 13 Sandgate KA7 1BG",Confectionary / Tobacconist / Newsagents,Mehar News Ltd t/a city news,South Ayrshire,Tobacco And Nicotine Vapour Products,Inactive
240,"174 edinburgh road, shotts,  ML7 5PT",Forecourt Garage,Abrar Ahmad,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
241," Forest Road, Cumbernauld G67 3PD",Forecourt Garage,M Malik  Ltd.,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
242,"222 Middleton Road,  M8 4NA",Convenience Store,Amazing beauty salon limited ,North Lanarkshire,Tobacco And Nicotine Vapour Products,Inactive
243,"ABV Craft Drinks, 22 Dee Street AB31 5ST",Off-Licence,Ab mixology ltd,Aberdeenshire,Tobacco Only,Active
244,"1117 a pollokshaws road, shawlands G41 3YH",Confectionary / Tobacconist / Newsagents,academy news ltd,Glasgow City,Tobacco Only,Active
245,"belgowan street, Motherwell Food Park ML4 3LB",Other Catering,Ace Catering,North Lanarkshire,Tobacco Only,Active
246,"Main Street,  PH36 4JY",Convenience Store,Acharacle village store,Highland,Tobacco Only,Active
247,"Achiltibuie,  IV26 2YG",Convenience Store,Achiltibuie Stores,Highland,Tobacco Only,Active
248,"120 acre road, maryhill G20 0TN",Confectionary / Tobacconist / Newsagents,acre stores,Glasgow City,Tobacco Only,Active
249,"39-41 King Street,  PH7 3AX",Confectionary / Tobacconist / Newsagents,Adam Boyd Newsagents,Perth and Kinross,Tobacco Only,Active
250,"6 St. Mungos Road , Kiosk north bus-stop G67 1AA",Confectionary / Tobacconist / Newsagents,Adam's,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
251,"8/10 ADAMS AVENUE,  KA21 6AL",Confectionary / Tobacconist / Newsagents,ADAMS AVE NEWSAGENTS,North Ayrshire,Tobacco Only,Active
252,"109 Langee Drive,  TD1 2EA",Mobile Trade,Adam's Ices,Scottish Borders,Tobacco Only,Inactive
253,"190 Byres Road, West End G12 8SN",Convenience Store,ADAMS NEWS,Glasgow City,Tobacco Only,Active
254,"46 Loganlea Road,  EH55 8HS",Convenience Store,Addiewell Post Office and General Store,West Lothian,Tobacco And Nicotine Vapour Products,Active
255,"1A Kirkhill Loganlea, Addiewell, EH55 8HN",Convenience Store,Addiewell Superstore Ltd,West Lothian,Tobacco Only,Inactive
256,"88 deedes st,  ML6 9AF",Confectionary / Tobacconist / Newsagents,adelles,North Lanarkshire,Tobacco Only,Inactive
257,"88 deedes Street,  ML6 9AF",Off-Licence,Adelles Too,North Lanarkshire,Tobacco Only,Active
258,"62-64, BEDFORD ROAD AB24 5LP",Off-Licence,Sunnys Aberdeen Limited,Aberdeen City,Tobacco Only,Inactive
259,"62-64, Bedford Road AB24 3LP",Convenience Store,Moony Ltd.,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
260,"121 Coupar Angus Road, Muirhead DD2 5QN",Convenience Store,adils convenience store,Angus,Tobacco And Nicotine Vapour Products,Active
261,"74/75 cameron way, knightsridge EH54 8HF",Other Catering,Adolfo's,West Lothian,Tobacco Only,Active
262,"148 KING STREET,  AB24 5BD",Off-Licence,Adrian and Co Stores Ltd,Aberdeen City,Tobacco Only,Inactive
263,"10 Main Street, Leuchars KY16 0HN",Confectionary / Tobacconist / Newsagents,Aero Cafe,Fife,Tobacco Only,Active
264,"50a moredunvale road,  EH17 7RZ",Confectionary / Tobacconist / Newsagents,afe minimart,Edinburgh City,Tobacco Only,Inactive
265,"A F E Minimart, 50A Moredunvale Road EH17 7RZ",Convenience Store,Afe Minimart,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
266,"30 Murray Place,  FK8 2DD",Confectionary / Tobacconist / Newsagents,Number One,Stirling,Tobacco Only,Inactive
267,"30 MURRAY PLACE,  FK8 2DD",Off-Licence,Baumgarten Ltd,Stirling,Tobacco Only,Inactive
268,"After 8, 27 Dumbarton Road FK8 2LQ",Convenience Store,LMC Retail Ltd,Stirling,Tobacco And Nicotine Vapour Products,Inactive
269,"Afton Road, Kildrum G67 2EU",Convenience Store,Afton Road Mini Market,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
270,"70 Castle, New Cumnock KA18 4AH",Forecourt Garage,Afton Service Station,East Ayrshire,Tobacco Only,Inactive
271,"29-31 Main Street,  KA24 5DP",Other Retail,AG Computer Systems,North Ayrshire,Nicotine Vapour Products Only,Active
272,"140 warwick, calderwood G74 3PY",Mobile Trade,aga household goods,South Lanarkshire,Tobacco Only,Inactive
273,"375a Victoria Road,  G42 8RZ",Confectionary / Tobacconist / Newsagents,Agha News,Glasgow City,Tobacco Only,Active
274,"3 HIgh Craigends, Kilsyth G65 0NS",Confectionary / Tobacconist / Newsagents,Agha's Store,North Lanarkshire,Tobacco Only,Inactive
275,"122 Barns Street, Clydebank G81 1RB",Convenience Store,Ahmad Brothers,West Dunbartonshire,Tobacco Only,Active
276,"38 Whitfield Terrace,  DD4 0BR",Off-Licence,Ahmad Grocers,Dundee City,Tobacco And Nicotine Vapour Products,Active
277,"20 Craigbank Drive, Nitshill G53 6RA",Confectionary / Tobacconist / Newsagents,Ahmad Newsagents,Glasgow City,Tobacco Only,Active
278,"130 Main Street, Baillieston G69 6AE",Confectionary / Tobacconist / Newsagents,Ahmad Newsagents,Glasgow City,Tobacco Only,Active
279,"94 Craigentinny Road,  EH7 6RN",Convenience Store,Ahmed Convenience Store,Edinburgh City,Tobacco Only,Inactive
280,"94 Craigentinny Road,  EH7 6RN",Off-Licence,AQQA CONVENIENCE STORE,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
281,"98 Main Street, Calderbank ML6 9SH",Confectionary / Tobacconist / Newsagents,Ahmed general store,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
282,"Ahmad Newsagent, 130 Main Street, Baillieston G69 6AE",Confectionary / Tobacconist / Newsagents,Ahmed Newsagents,Glasgow City,Tobacco And Nicotine Vapour Products,Active
283,"98 Main Street, Main Street Calderbank ML6 9QU",Confectionary / Tobacconist / Newsagents,Ahmed's General Store,North Lanarkshire,Tobacco Only,Inactive
284,"130 Victoria Road,  DD1 2QW",Confectionary / Tobacconist / Newsagents,Ahmed's Newsagents,Dundee City,Tobacco Only,Active
285,"45, broomlea crescent PA4 9LG",Convenience Store,ahsan's bargain store,Renfrewshire,Tobacco Only,Active
286,"505 Aikenhead Road,  G42 0PN",Forecourt Garage,Certas Energy UK Limited,Glasgow City,Tobacco And Nicotine Vapour Products,Active
287,"32, BELL STREET,  KY16 9UX",Public House,Sanderson Vending Limited t/a Select Vending,Fife,Tobacco Only,Active
288,"222 Airbles Street,  ML1 1XF",Confectionary / Tobacconist / Newsagents,Airbles Newsagents & Grocers,North Lanarkshire,Tobacco Only,Active
289,"96 Middleton Street, 0/3 G51 1AE",Other Retail,Airdon LTD,Glasgow City,Tobacco Only,Active
290,"B & M Bargains, Unit 1, Airdrie Retail Park, Gartlea Road ML6 9JB",Other Retail,B&M RETAIL,North Lanarkshire,Nicotine Vapour Products Only,Active
291,"Post Office, 20 Bank Street ML6 6AF",Convenience Store,amidz ltd,North Lanarkshire,Tobacco Only,Active
292,"34-42 stirling street, airdrie ML6 0AH",Convenience Store,airdrie discount store,North Lanarkshire,Tobacco Only,Active
293,"88 Stirling Street,  ML6 0AS",Supermarket and Other Retail Outlets,Airdrie Mini Market ,North Lanarkshire,Tobacco Only,Active
294,"88 Stirling Street,  ML6 0AS",Convenience Store,Airdrie Mini Market LTD,North Lanarkshire,Nicotine Vapour Products Only,Active
295,"34A Stirling Street,  ML6 0AH",Mobile Trade,Airdrie mobile and vape,North Lanarkshire,Nicotine Vapour Products Only,Active
296,"109 Graham Street, Airdrie ML6 6DE",Convenience Store,Meerina Ltd T/A Airdrie Newsagents,North Lanarkshire,Tobacco Only,Inactive
297,"50 Broomknoll Street,  ML6 6BN",Other Catering,Breakfast Express,North Lanarkshire,Tobacco Only,Active
298,"The cross, Airth FK2 8PN",Other Retail,Airth bakers,Falkirk,Tobacco Only,Active
299,"New Tannery Garage, Grangemouth Road FK2 9DD",Forecourt Garage,AiS003 Filling Station,Falkirk,Tobacco And Nicotine Vapour Products,Active
300,"Toab, Kirkwall KW17 2QG",Convenience Store,T.G. Cromarty,Orkney Islands,Tobacco Only,Inactive
301,"10 Trinity Street,  AB11 5LY",Public House,Brimarus Ltd,Aberdeen City,Tobacco Only,Active
302,"53 Whiteford Avenue, Bellsmyre G82 3JN",Confectionary / Tobacconist / Newsagents,Serve and Save,West Dunbartonshire,Tobacco Only,Active
303,"39 - 43 GLENBERVIE ROAD, TORRY AB11 9JE",Other Retail,AITKENS BAKERY,Aberdeen City,Tobacco Only,Active
304,"83, Carlisle Road, Crawford ML12 6TO",Convenience Store,Ajays,South Lanarkshire,Tobacco Only,Active
305,"42 BARTON PLACE,  KY6 2PS",Off-Licence,AK BROTHER,Fife,Tobacco Only,Inactive
306,"106 Wellesley Road,  KY8 1HT",Supermarket and Other Retail Outlets,gooddeal daytoday thonrton,Fife,Tobacco And Nicotine Vapour Products,Active
307,"84-90 Leith Walk,  EH6 5HB",Convenience Store,akdeniz supermarket ltd,Edinburgh City,Tobacco Only,Active
308,"70/72 Raeburn Place Stockbridge,  EH4 1HJ",Convenience Store,Akram & son,Edinburgh City,Tobacco Only,Active
309,"32a, church street IV1 1EH",Restaurant,Akz inverness,Highland,Tobacco Only,Inactive
310,"42 Polwarth Crescent,  EH11 1HL",Convenience Store,Al Halal,Edinburgh City,Tobacco Only,Inactive
311,"A L Medina Foodstore, 10 Nicolson Square EH8 9BH",Supermarket and Other Retail Outlets,Al  Medina halal meat ,Edinburgh City,Tobacco Only,Active
312,"69-71 Grahams Road,  FK2 7DJ",Restaurant,AFC fast food LTD,Falkirk,Tobacco Only,Active
313,"6 HIGH STREET,  G82 1LL",Restaurant,KISSAKHANI ASIAN FOODS LTD,West Dunbartonshire,Tobacco Only,Active
314,"59 main street, ruthertglen G73 2JH",Other Catering,aladdin tandoori,South Lanarkshire,Tobacco Only,Inactive
315,"The Square,  IV14 9DW",Convenience Store,Aladdin's Cave,Highland,Tobacco Only,Inactive
316,"2 Inaclete Road,  HS1 2RB",Convenience Store,aladinns cave,Comhairle nan Eilean Siar,Nicotine Vapour Products Only,Active
317,"1 Drumlanrig Place,  TD9 0AY",Confectionary / Tobacconist / Newsagents,Alan Shiel Limited,Scottish Borders,Tobacco Only,Inactive
318,"13 Allan's Hill,  KA9 7BB",Mobile Trade,Alan's Ices,South Ayrshire,Tobacco Only,Active
319,"66 linkwood drive, drumchapel G21 3PH",Other Catering,alan's takeaway,Glasgow City,Tobacco Only,Active
320,"66 Linkwood drive, Drumchapel G15 7DN",Other Catering,alan's takeaway,Glasgow City,Tobacco Only,Active
321,"19 Chalmers Street,  KY12 8AT",Restaurant,Alari's Restaurant & Take-Away,Fife,Tobacco Only,Active
322,"30 Countess Street,  KA21 5HW",Other Retail,TVG Retail Services,North Ayrshire,Nicotine Vapour Products Only,Inactive
323,"29 albany street,  PA34 4AL",Confectionary / Tobacconist / Newsagents,albany,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
324,"Albert Street,  AB43 9JJ",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
325,"S & J Albert Stores, 160 Albert Street EH7 5NA",Convenience Store,albert store ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
326,"506, alexandria parade G31 3BQ",Other Catering,bagri enterprises ltd,Glasgow City,Tobacco Only,Active
327,"Alberto's, 17 Summerhill Road AB15 6HJ",Off-Licence,Albertos ,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
328,"17 Summerhill Road,  AB15 6HJ",Off-Licence,Albertos Convenience Store,Aberdeen City,Tobacco Only,Inactive
329,"67 dumbiedykes road,  EH8 9UT",Confectionary / Tobacconist / Newsagents,alberts general store,Edinburgh City,Tobacco Only,Inactive
330,"190 EASTER ROAD,  EH7 5QH",Convenience Store,MINI MARKET,Edinburgh City,Tobacco Only,Inactive
331,"49 Albion Road,  EH7 5QP",Convenience Store,Albion Grocers,Midlothian,Tobacco Only,Active
332,"460 Halley Street, Yoker G13 4DT",Private Club,Albion Motors Sports & Social Club,Glasgow City,Tobacco Only,Active
333,"269 Alderman Road,  G13 3AY",Convenience Store,The Co-operative Group Food Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
334,"Alderston Pharmacy, 6 Alderston Drive KY12 0XU",Supermarket and Other Retail Outlets,alderston pharmacy,Fife,Nicotine Vapour Products Only,Active
335,"160 Main Street, East Calder EH53 0HE",Other Catering,ALDO`S FISH BAR,West Lothian,Tobacco Only,Active
336,"Aldos, 487 Sighthill Shopping Centre, Calder Road EH11 4AW",Other Catering,Divito Ltd,Edinburgh City,Tobacco Only,Active
337,"8 east main street, uphall EH52 5DA",Other Catering,AGD Takeaways Ltd,West Lothian,Tobacco Only,Active
338,"42 Main Street, Longridge EH47 8AD",Other Catering,Aldo's,West Lothian,Tobacco Only,Active
339,"1 Byres Road,  KA13 6JY",Other Catering,Aldo's Fish & Chicken Bar,North Ayrshire,Tobacco Only,Active
340,"Unit 4 Sighthill Shopping Centre,  EH11 4AW",Restaurant,Aldos Takeaway,Edinburgh City,Tobacco Only,Inactive
341,"4a Springfield Quay,  G5 8NP",Entertainment Venue,London Club Glasgow (Management) Ltd,Glasgow City,Tobacco Only,Active
342,"142 Argyll Street, Dunoon PA23 7NA",Specialist Tobacconists,Alex Davidson,Argyll and Bute,Tobacco Only,Inactive
343,"5 & 9 Browns Buildings, Lerwick ZE1 0HJ",Convenience Store,Alex Morrisons,Shetland Islands,Tobacco Only,Inactive
344,"Alex Morrison Grocers, 5-9 Browns Buildings, Burgh Road, Lerwick ZE1 0HJ",Convenience Store,NAT (Shetland) Limited,Shetland Islands,Tobacco And Nicotine Vapour Products,Active
345,"63 High Street, Edzell DD9 7TA",Convenience Store,Alex Robertson,Angus,Tobacco Only,Active
346,"159, low waters road ML3 7QQ",Convenience Store,alex young bakers,South Lanarkshire,Tobacco Only,Active
347,"97 Camperdown Road,  DD3 8RF",Confectionary / Tobacconist / Newsagents,Alexander Johnston and Sons,Dundee City,Tobacco Only,Inactive
348,"560 Holburn Street,  AB10 7LJ",Convenience Store,Alexanders,Aberdeen City,Tobacco Only,Active
349,"18a Preston Road,  EH49 6HE",Convenience Store,Alexanders Convenience Store,West Lothian,Tobacco Only,Active
350,"85 Haymarket Terrace,  EH12 5HD",Convenience Store,Alexanders Dairy,Edinburgh City,Tobacco Only,Inactive
351,"2 Mitchell Way,  G83 0LW",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
352,"98-100 Main St, Alexandria G83 0PB",Convenience Store,ZMB Ltd,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
353,"24 kings street,  KY11 1NB",Off-Licence,Alex's Wine Store,Fife,Tobacco And Nicotine Vapour Products,Active
354,"41 Grangemouth road,  FK2 9AA",Mobile Trade,Alfatoner/Alfavapour,Falkirk,Tobacco And Nicotine Vapour Products,Active
355,"Unit H9 Callendar square shopping centre, Falkirk,  FK1 1UJ",Specialist Tobacconists,Alfatoner/Alfavapour,Falkirk,Tobacco And Nicotine Vapour Products,Active
356,"High street, Earlston TD4 6BS",Other Catering,Alfonso's,Scottish Borders,Tobacco Only,Inactive
357,"Mart Road,  AB33 8BZ",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
358,"ALFORD, MART ROAD, ALFORD AB33 8BZ",Convenience Store,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
359,"St Mary's, Holm,  KW17 2RU",Convenience Store,Alfred Flett Ltd,Orkney Islands,Tobacco Only,Active
360,"250-252 Albert Drive, Pollokshields G41 2NL",Other Retail,K2 HALAL MEAT LTD,Glasgow City,Tobacco Only,Active
361,"62a-64a Kylemore Crescent, Forgewood ML1 3XA",Convenience Store,Ali & Son,North Lanarkshire,Tobacco Only,Inactive
362,"71 /73 Abbeygreen, Lesmahagow ML11 0EF",Convenience Store,Ali & Sons,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
363,"10 / 14 Main Street, Symington ML12 6LJ",Convenience Store,Ali & Sons,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
364,"2 Brunstane Bank,  EH15 2NR",Confectionary / Tobacconist / Newsagents,Ali and son,Edinburgh City,Tobacco Only,Active
365,"64a Kylemore Crescent, Forgewood ML1 3XA",Convenience Store,Ali & Son,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
366,"21-23 Tullideph Road,  DD2 2JD",Convenience Store,Ali and Sons,Dundee City,Tobacco Only,Inactive
367,"17/19  hallhill road, spateston PA5 0SA",Confectionary / Tobacconist / Newsagents,ali and sons spateston limited,Renfrewshire,Tobacco Only,Inactive
